portfolio,date,net_return,gross_return,tc_cost,turnover,n_stocks
xgb_gr_top_pct_10,2019-04-30,0.06244949434346835,0.06287322315702767,0.00042372881355932197,0.423728813559322,58
xgb_gr_top_pct_10,2019-05-31,-0.1107938560899285,-0.11062436456450478,0.00016949152542372882,0.1694915254237288,57
xgb_gr_top_pct_10,2019-06-30,0.10637789476802663,0.10673996373354387,0.00036206896551724136,0.3620689655172413,57
xgb_gr_top_pct_10,2019-07-31,0.02860261089374136,0.028969277560408027,0.0003666666666666667,0.3666666666666667,58
xgb_gr_top_pct_10,2019-08-31,-0.0808077547751336,-0.08062742690628115,0.000180327868852459,0.180327868852459,60
xgb_gr_top_pct_10,2019-09-30,0.062199728562048244,0.06251639522871491,0.00031666666666666665,0.31666666666666665,60
xgb_gr_top_pct_10,2019-10-31,0.011519759724393838,0.011886426391060504,0.0003666666666666667,0.3666666666666667,58
xgb_gr_top_pct_10,2019-11-30,0.033036988015416234,0.0332536546820829,0.0002166666666666667,0.21666666666666667,59
xgb_gr_top_pct_10,2019-12-31,0.05368150854127132,0.05396964413449166,0.000288135593220339,0.288135593220339,58
xgb_gr_top_pct_10,2020-01-31,-0.06475179417821918,-0.06451450604262596,0.00023728813559322038,0.23728813559322037,57
xgb_gr_top_pct_10,2020-02-29,-0.10429787828022304,-0.10409448844971456,0.00020338983050847457,0.2033898305084746,56
xgb_gr_top_pct_10,2020-03-31,-0.19299975423461052,-0.1926946694888478,0.00030508474576271185,0.30508474576271183,51
xgb_gr_top_pct_10,2020-04-30,0.18378253909867034,0.18415096015130192,0.000368421052631579,0.368421052631579,57
xgb_gr_top_pct_10,2020-05-31,0.06306918291289651,0.06327257274340499,0.00020338983050847457,0.2033898305084746,59
xgb_gr_top_pct_10,2020-06-30,0.039303331569500964,0.03965420876248342,0.0003508771929824561,0.3508771929824561,56
xgb_gr_top_pct_10,2020-07-31,0.03674889862921189,0.03702960038359786,0.0002807017543859649,0.2807017543859649,55
xgb_gr_top_pct_10,2020-08-31,0.07172070576882307,0.07193123208461255,0.0002105263157894737,0.21052631578947367,57
xgb_gr_top_pct_10,2020-09-30,-0.04104211731063591,-0.04067369625800433,0.000368421052631579,0.368421052631579,56
xgb_gr_top_pct_10,2020-10-31,0.0023297150553111042,0.0026805922482935605,0.0003508771929824561,0.3508771929824561,55
xgb_gr_top_pct_10,2020-11-30,0.18951879208620434,0.1897509349433472,0.00023214285714285714,0.2321428571428571,55
xgb_gr_top_pct_10,2020-12-31,0.061741615120666705,0.06216266775224565,0.0004210526315789474,0.42105263157894735,57
xgb_gr_top_pct_10,2021-01-31,0.01909324554628545,0.01935186623594062,0.00025862068965517237,0.2586206896551724,58
xgb_gr_top_pct_10,2021-02-28,0.05985228837248268,0.06005567820299115,0.00020338983050847457,0.2033898305084746,58
xgb_gr_top_pct_10,2021-03-31,0.0775369294375082,0.07779116672564379,0.0002542372881355932,0.2542372881355932,59
xgb_gr_top_pct_10,2021-04-30,0.03436633968273281,0.03490871256408874,0.0005423728813559322,0.5423728813559322,57
xgb_gr_top_pct_10,2021-05-31,0.04782509498473847,0.048079332272874066,0.0002542372881355932,0.2542372881355932,58
xgb_gr_top_pct_10,2021-06-30,-0.033918066188527767,-0.0335410170081999,0.00037704918032786886,0.3770491803278688,59
xgb_gr_top_pct_10,2021-07-31,0.00040469455605630087,0.0006143719754111396,0.00020967741935483874,0.20967741935483875,62
xgb_gr_top_pct_10,2021-08-31,0.009008526764481143,0.009205248075956553,0.00019672131147540985,0.19672131147540983,59
xgb_gr_top_pct_10,2021-09-30,-0.03252662361213472,-0.032220171999231495,0.0003064516129032258,0.30645161290322576,61
xgb_gr_top_pct_10,2021-10-31,0.04424544235352096,0.04442004552812413,0.00017460317460317465,0.17460317460317465,63
xgb_gr_top_pct_10,2021-11-30,-0.0008002984186860337,-0.0006256952440828591,0.00017460317460317465,0.17460317460317465,63
xgb_gr_top_pct_10,2021-12-31,0.06731463282353904,0.06761622012512634,0.00030158730158730165,0.3015873015873016,63
xgb_gr_top_pct_10,2022-01-31,-0.03986856641150435,-0.03961856641150435,0.00025,0.25,61
xgb_gr_top_pct_10,2022-02-28,0.018743487813044357,0.018962237813044357,0.00021875,0.21875,64
xgb_gr_top_pct_10,2022-03-31,0.016898796672825584,0.017148796672825584,0.00025,0.25,63
xgb_gr_top_pct_10,2022-04-30,-0.05719505951242434,-0.05677967489703972,0.00041538461538461537,0.41538461538461535,64
xgb_gr_top_pct_10,2022-05-31,0.028550368661897488,0.028831618661897488,0.00028125000000000003,0.28125,63
xgb_gr_top_pct_10,2022-06-30,-0.11119644698826474,-0.11088394698826474,0.0003125,0.3125,60
xgb_gr_top_pct_10,2022-07-31,0.1167997736483328,0.11706961491817407,0.0002698412698412699,0.2698412698412699,62
xgb_gr_top_pct_10,2022-08-31,-0.03576577051463813,-0.03553139551463813,0.00023437500000000002,0.234375,62
xgb_gr_top_pct_10,2022-09-30,-0.10578404499868417,-0.10543483864947782,0.00034920634920634924,0.3492063492063492,60
xgb_gr_top_pct_10,2022-10-31,0.10767886261641642,0.10787241100351319,0.00019354838709677424,0.19354838709677424,61
xgb_gr_top_pct_10,2022-11-30,0.09606297409074598,0.09636456139233328,0.00030158730158730165,0.3015873015873016,62
xgb_gr_top_pct_10,2022-12-31,-0.06987663170142798,-0.06955917138396767,0.00031746031746031746,0.31746031746031744,62
xgb_gr_top_pct_10,2023-01-31,0.13195552952315825,0.13225711682474556,0.00030158730158730165,0.3015873015873016,62
xgb_gr_top_pct_10,2023-02-28,-0.030101981049552327,-0.02986760604955233,0.00023437500000000002,0.234375,63
xgb_gr_top_pct_10,2023-03-31,-0.020207253218335858,-0.020051003218335858,0.00015625,0.15625,64
xgb_gr_top_pct_10,2023-04-30,-0.01117933612561929,-0.010733182279465445,0.0004461538461538462,0.4461538461538461,63
xgb_gr_top_pct_10,2023-05-31,-0.021734994376854517,-0.02148884053070067,0.0002461538461538462,0.24615384615384617,60
xgb_gr_top_pct_10,2023-06-30,0.08937774278314702,0.08969024278314701,0.0003125,0.3125,63
